Empresa;Linha;Origem;Destino;Serviço;Horario de Saída;Sentido;Dia Operante;Regiao
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10101840;14:30:00;VOLTA;SABADO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100221;17:40:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100226;18:10:00;VOLTA;SABADO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100216;05:00:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101755;05:10:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10101830;06:00:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100213;08:30:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100222;09:10:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101845;10:30:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100224;13:00:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100217;13:10:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101855;16:00:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10101740;16:40:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100221;17:40:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100226;18:10:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100216;05:00:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101755;05:10:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10101830;06:00:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101835;06:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100218;07:00:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100213;08:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100222;09:10:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101845;10:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100224;13:00:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100217;13:10:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10101840;14:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100219;14:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100221;17:40:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100226;18:10:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100216;05:00:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101755;05:10:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10101830;06:00:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101835;06:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100218;07:00:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100213;08:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100222;09:10:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101845;10:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100224;13:00:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100217;13:10:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100219;14:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10101840;14:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100221;17:40:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100226;18:10:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100216;05:00:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101755;05:10:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10101830;06:00:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101835;06:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100218;07:00:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100213;08:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100222;09:10:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101845;10:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100224;13:00:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100217;13:10:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100219;14:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10101840;14:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100221;17:40:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100226;18:10:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101755;05:10:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100216;05:10:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10101830;06:10:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101835;06:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100218;06:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100213;08:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100222;09:10:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10101845;10:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100224;13:00:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100217;13:10:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10101840;14:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100219;14:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);SÃO JOSÉ DA COROA GRANDE(PE);10100221;17:40:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE);SÃO JOSÉ DA COROA GRANDE(PE);RECIFE(PE);10100226;18:10:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);10200246;22:00:00;VOLTA;SEXTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);SÃO JOSÉ DO BELMONTE(PE);10200241;22:30:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);10200246;22:00:00;VOLTA;SABADO;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);SÃO JOSÉ DO BELMONTE(PE);10200241;22:30:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);10200246;22:00:00;VOLTA;DOMINGO;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);SÃO JOSÉ DO BELMONTE(PE);10200241;22:30:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);10200246;22:00:00;VOLTA;SEGUNDA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);SÃO JOSÉ DO BELMONTE(PE);10200241;22:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);10200246;22:00:00;VOLTA;TERCA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);SÃO JOSÉ DO BELMONTE(PE);10200241;22:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);10200246;22:00:00;VOLTA;QUARTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);SÃO JOSÉ DO BELMONTE(PE);10200241;22:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);10200246;22:00:00;VOLTA;QUINTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE);RECIFE(PE);SÃO JOSÉ DO BELMONTE(PE);10200241;22:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10300256;11:50:00;VOLTA;SEXTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10200780;11:50:00;VOLTA;SEXTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10200815;12:15:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10200790;21:50:00;VOLTA;SEXTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10300257;22:50:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10200825;22:50:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10200790;21:50:00;VOLTA;SABADO;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10300258;21:50:00;VOLTA;SABADO;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10200825;22:50:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10300257;22:50:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10300256;11:50:00;VOLTA;DOMINGO;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10200780;11:50:00;VOLTA;DOMINGO;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10300253;12:15:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10200815;12:15:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10200790;21:50:00;VOLTA;DOMINGO;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10300258;21:50:00;VOLTA;DOMINGO;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10200825;22:50:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10300257;22:50:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10300256;11:50:00;VOLTA;SEGUNDA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10200780;11:50:00;VOLTA;SEGUNDA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10200815;12:15:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10300253;12:15:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10300258;21:50:00;VOLTA;SEGUNDA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10200790;21:50:00;VOLTA;SEGUNDA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10300257;22:50:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10200825;22:50:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10200780;11:50:00;VOLTA;TERCA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10300256;11:50:00;VOLTA;TERCA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10200815;12:15:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10300253;12:15:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10300258;21:50:00;VOLTA;TERCA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10200790;21:50:00;VOLTA;TERCA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10300257;22:50:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10100257;22:50:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10200780;11:50:00;VOLTA;QUARTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10300256;11:50:00;VOLTA;QUARTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10300253;12:15:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10200815;12:15:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10300258;21:50:00;VOLTA;QUARTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10100258;21:50:00;VOLTA;QUARTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10300257;22:50:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);RECIFE(PE);SÃO JOSÉ DO EGITO(PE);10200825;22:50:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - SÃO JOSÉ DO EGITO(PE);SÃO JOSÉ DO EGITO(PE);RECIFE(PE);10300256;11:50:00;VOLTA;QUINTA-FEIRA;NORDESTE
